case_id,activity,event_timestamp,actor,case_attributes
FT-COM-2025-00035,Conduct RM Welcome & Handoff,2025-05-30 16:12:14,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00036,Submit Commercial Application,2025-05-22 04:59:01,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00037,Submit Commercial Application,2025-05-23 09:25:39,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00037,Conduct RM Welcome & Handoff,2025-05-27 22:25:39,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00038,Submit Commercial Application,2025-05-22 10:15:40,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00038,Conduct RM Welcome & Handoff,2025-05-28 15:15:40,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00039,Submit Commercial Application,2025-05-23 02:46:31,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00039,Conduct RM Welcome & Handoff,2025-05-27 20:46:31,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00040,Submit Commercial Application,2025-05-25 13:51:47,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00040,Conduct RM Welcome & Handoff,2025-05-31 15:51:47,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00041,Submit Commercial Application,2025-05-26 21:04:21,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00041,Conduct RM Welcome & Handoff,2025-06-07 10:04:21,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00042,Submit Commercial Application,2025-05-26 14:34:34,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00043,Submit Commercial Application,2025-05-26 19:33:06,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00043,Conduct RM Welcome & Handoff,2025-06-11 18:33:06,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00044,Submit Commercial Application,2025-05-27 08:55:23,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00044,Conduct RM Welcome & Handoff,2025-06-02 17:55:23,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00045,Submit Commercial Application,2025-05-27 05:55:08,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00045,Conduct RM Welcome & Handoff,2025-06-02 10:55:08,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00046,Submit Commercial Application,2025-05-27 05:42:33,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00046,Conduct RM Welcome & Handoff,2025-06-01 15:42:33,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00047,Submit Commercial Application,2025-05-29 00:20:46,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00047,Conduct RM Welcome & Handoff,2025-06-11 21:20:46,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00048,Submit Commercial Application,2025-05-30 16:24:14,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00048,Conduct RM Welcome & Handoff,2025-06-08 16:24:14,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00049,Submit Commercial Application,2025-05-29 16:40:28,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00049,Conduct RM Welcome & Handoff,2025-06-04 06:40:28,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00050,Submit Commercial Application,2025-05-30 12:37:18,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00050,Conduct RM Welcome & Handoff,2025-06-05 23:37:18,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00051,Submit Commercial Application,2025-05-31 15:31:03,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00051,Conduct RM Welcome & Handoff,2025-06-17 01:31:03,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00052,Submit Commercial Application,2025-06-01 10:04:26,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00052,Conduct RM Welcome & Handoff,2025-06-08 07:04:26,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00053,Submit Commercial Application,2025-06-02 03:28:58,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00053,Conduct RM Welcome & Handoff,2025-06-11 17:28:58,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00054,Submit Commercial Application,2025-06-02 10:06:32,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00054,Conduct RM Welcome & Handoff,2025-06-08 20:06:32,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00055,Submit Commercial Application,2025-06-03 01:19:20,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00055,Conduct RM Welcome & Handoff,2025-06-10 16:19:20,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00056,Submit Commercial Application,2025-06-02 10:17:03,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00056,Conduct RM Welcome & Handoff,2025-06-07 04:17:03,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00057,Submit Commercial Application,2025-06-04 18:45:55,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00057,Conduct RM Welcome & Handoff,2025-06-12 02:45:55,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00058,Submit Commercial Application,2025-06-06 02:52:44,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00058,Conduct RM Welcome & Handoff,2025-06-12 23:52:44,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00059,Submit Commercial Application,2025-06-04 15:49:31,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00059,Conduct RM Welcome & Handoff,2025-06-08 19:49:31,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00060,Submit Commercial Application,2025-06-04 21:32:58,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00060,Conduct RM Welcome & Handoff,2025-06-11 14:32:58,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00061,Submit Commercial Application,2025-06-06 06:16:15,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00061,Conduct RM Welcome & Handoff,2025-06-12 23:16:15,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00062,Submit Commercial Application,2025-06-06 17:00:35,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00062,Conduct RM Welcome & Handoff,2025-06-12 23:00:35,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00063,Submit Commercial Application,2025-06-06 19:21:21,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00063,Conduct RM Welcome & Handoff,2025-06-12 22:21:21,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00064,Submit Commercial Application,2025-06-09 23:13:58,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00064,Conduct RM Welcome & Handoff,2025-06-17 04:13:58,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00065,Submit Commercial Application,2025-06-09 19:53:03,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00065,Conduct RM Welcome & Handoff,2025-06-15 01:53:03,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00066,Submit Commercial Application,2025-06-10 08:36:44,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00066,Conduct RM Welcome & Handoff,2025-06-24 14:36:44,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00067,Submit Commercial Application,2025-06-10 14:47:53,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00067,Conduct RM Welcome & Handoff,2025-06-18 00:47:53,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00068,Submit Commercial Application,2025-06-10 23:29:55,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00068,Conduct RM Welcome & Handoff,2025-06-18 06:29:55,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00069,Submit Commercial Application,2025-06-12 21:50:43,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00070,Submit Commercial Application,2025-06-12 19:21:39,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00070,Conduct RM Welcome & Handoff,2025-06-18 08:21:39,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00071,Submit Commercial Application,2025-06-14 07:47:11,Corporate Client,entity_type=LLC;outcome=abandoned
FT-COM-2025-00072,Submit Commercial Application,2025-06-12 16:03:47,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00072,Conduct RM Welcome & Handoff,2025-06-22 08:03:47,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00073,Submit Commercial Application,2025-06-13 13:46:37,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00074,Submit Commercial Application,2025-06-15 02:11:40,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00074,Conduct RM Welcome & Handoff,2025-06-21 16:11:40,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00075,Submit Commercial Application,2025-06-14 02:06:04,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00075,Conduct RM Welcome & Handoff,2025-06-20 16:06:04,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00076,Submit Commercial Application,2025-06-15 07:38:13,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00076,Conduct RM Welcome & Handoff,2025-06-29 19:38:13,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00077,Submit Commercial Application,2025-06-16 09:01:57,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00078,Submit Commercial Application,2025-06-16 17:03:43,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00078,Conduct RM Welcome & Handoff,2025-06-22 13:03:43,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00079,Submit Commercial Application,2025-06-17 08:11:28,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00079,Conduct RM Welcome & Handoff,2025-06-22 07:11:28,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00080,Submit Commercial Application,2025-06-17 01:09:41,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00081,Submit Commercial Application,2025-06-19 21:31:20,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00081,Conduct RM Welcome & Handoff,2025-07-03 13:31:20,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00082,Submit Commercial Application,2025-06-20 05:49:10,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00082,Conduct RM Welcome & Handoff,2025-06-26 17:49:10,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00083,Submit Commercial Application,2025-06-19 07:49:48,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00083,Conduct RM Welcome & Handoff,2025-07-03 00:49:48,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00084,Submit Commercial Application,2025-06-21 13:47:54,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00084,Conduct RM Welcome & Handoff,2025-06-27 00:47:54,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00085,Submit Commercial Application,2025-06-21 08:31:05,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00085,Conduct RM Welcome & Handoff,2025-06-30 11:31:05,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00086,Submit Commercial Application,2025-06-22 12:51:28,Corporate Client,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00086,Conduct RM Welcome & Handoff,2025-07-09 16:51:28,Relationship Manager,entity_type=Corp;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00087,Submit Commercial Application,2025-06-21 15:25:51,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00087,Conduct RM Welcome & Handoff,2025-06-26 18:25:51,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00088,Submit Commercial Application,2025-06-22 20:37:38,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00088,Conduct RM Welcome & Handoff,2025-06-28 07:37:38,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00089,Submit Commercial Application,2025-06-24 21:08:44,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00089,Conduct RM Welcome & Handoff,2025-07-04 21:08:44,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00090,Submit Commercial Application,2025-06-23 05:15:11,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00090,Conduct RM Welcome & Handoff,2025-06-30 11:15:11,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00091,Submit Commercial Application,2025-06-25 11:12:36,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00091,Conduct RM Welcome & Handoff,2025-07-02 00:12:36,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00092,Submit Commercial Application,2025-06-24 22:19:59,Corporate Client,entity_type=Corp;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00093,Submit Commercial Application,2025-06-26 09:13:22,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00094,Submit Commercial Application,2025-06-27 22:11:24,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00094,Conduct RM Welcome & Handoff,2025-07-03 16:11:24,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00095,Submit Commercial Application,2025-06-25 23:17:28,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00095,Conduct RM Welcome & Handoff,2025-07-08 17:17:28,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00096,Submit Commercial Application,2025-06-27 12:48:21,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00096,Conduct RM Welcome & Handoff,2025-07-04 03:48:21,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00097,Submit Commercial Application,2025-06-28 00:50:07,Corporate Client,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00097,Conduct RM Welcome & Handoff,2025-07-09 19:50:07,Relationship Manager,entity_type=LLC;risk_flag=pep_hit;outcome=approved
FT-COM-2025-00098,Submit Commercial Application,2025-06-29 14:05:21,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00098,Conduct RM Welcome & Handoff,2025-07-05 21:05:21,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00099,Submit Commercial Application,2025-06-29 01:09:17,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00099,Conduct RM Welcome & Handoff,2025-07-05 17:09:17,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00100,Submit Commercial Application,2025-07-01 02:10:27,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00100,Conduct RM Welcome & Handoff,2025-07-06 22:10:27,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00101,Submit Commercial Application,2025-07-02 13:31:44,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=industry_blocked
FT-COM-2025-00102,Submit Commercial Application,2025-07-02 00:24:37,Corporate Client,entity_type=LLC;outcome=declined;decline_reason=edd_failed
FT-COM-2025-00103,Submit Commercial Application,2025-07-02 01:08:12,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00103,Conduct RM Welcome & Handoff,2025-07-07 22:08:12,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00104,Submit Commercial Application,2025-07-03 16:12:35,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00104,Conduct RM Welcome & Handoff,2025-07-08 14:12:35,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00105,Submit Commercial Application,2025-07-03 22:03:56,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00105,Conduct RM Welcome & Handoff,2025-07-10 09:03:56,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00106,Submit Commercial Application,2025-07-04 19:32:05,Corporate Client,entity_type=Corp;outcome=abandoned
FT-COM-2025-00107,Submit Commercial Application,2025-07-03 17:11:03,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00107,Conduct RM Welcome & Handoff,2025-07-10 06:11:03,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00108,Submit Commercial Application,2025-07-05 16:01:37,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00108,Conduct RM Welcome & Handoff,2025-07-16 20:01:37,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00109,Submit Commercial Application,2025-07-04 21:38:57,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00109,Conduct RM Welcome & Handoff,2025-07-10 03:38:57,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00110,Submit Commercial Application,2025-07-05 18:49:07,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00110,Conduct RM Welcome & Handoff,2025-07-12 21:49:07,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00111,Submit Commercial Application,2025-07-06 05:36:37,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00111,Conduct RM Welcome & Handoff,2025-07-11 15:36:37,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00112,Submit Commercial Application,2025-07-06 18:18:34,Corporate Client,entity_type=LLC;outcome=approved
FT-COM-2025-00112,Conduct RM Welcome & Handoff,2025-07-13 09:18:34,Relationship Manager,entity_type=LLC;outcome=approved
FT-COM-2025-00113,Submit Commercial Application,2025-07-08 08:51:27,Corporate Client,entity_type=LP;outcome=approved
FT-COM-2025-00113,Conduct RM Welcome & Handoff,2025-07-14 04:51:27,Relationship Manager,entity_type=LP;outcome=approved
FT-COM-2025-00114,Submit Commercial Application,2025-07-09 03:55:44,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00114,Conduct RM Welcome & Handoff,2025-07-15 10:55:44,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00115,Submit Commercial Application,2025-07-09 01:00:19,Corporate Client,entity_type=Corp;outcome=approved
FT-COM-2025-00115,Conduct RM Welcome & Handoff,2025-07-16 20:00:19,Relationship Manager,entity_type=Corp;outcome=approved
FT-COM-2025-00116,Submit Commercial Application,2025-07-09 05:55:57,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00116,Conduct RM Welcome & Handoff,2025-07-15 06:55:57,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00117,Submit Commercial Application,2025-07-10 11:48:56,Corporate Client,entity_type=Partnership;outcome=approved
FT-COM-2025-00117,Conduct RM Welcome & Handoff,2025-07-15 13:48:56,Relationship Manager,entity_type=Partnership;outcome=approved
FT-COM-2025-00118,Submit Commercial Application,2025-07-10 13:46:07,Corporate Client,entity_type=LLC;outcome=approved
